der Name, die Namen	name
Der Schuh ist alt.	The shoe is old.
The shoe is old.	Der Schuh ist alt.
Der Schuh ist neu.	The shoe is new.
The shoe is new.	Der Schuh ist neu.
Das ist unser Haus.	This is our house.
This is our house.	Das ist unser Haus.
"das Erdgeschoss, die Erdgeschosse
Abkürzung: EG"	ground floor
ground floor	"das Erdgeschoss, die Erdgeschosse
Abkürzung: EG"
"die Etage, die Etagen
aus dem Französischen"	floor
floor	"die Etage, die Etagen
aus dem Französischen"
Die Wohnung ist im ersten Stock.	The apartment is on the second floor.
The apartment is on the second floor.	Die Wohnung ist im ersten Stock.
das Dach, die Dächer	roof
roof	das Dach, die Dächer
Er wohnt unter dem Dach.	He lives in the attic.
He lives in the attic.	Er wohnt unter dem Dach.
der Keller, die Keller	basement
basement	der Keller, die Keller
die Treppe, die Treppen	stairs
stairs	die Treppe, die Treppen
die Haustür, die Haustüren	the front door
the front door	die Haustür, die Haustüren
die Klingel, die Klingeln	doorbell
doorbell	die Klingel, die Klingeln
der Briefkasten, die Briefkästen	mailbox
mailbox	der Briefkasten, die Briefkästen
der Hinterhof, die Hinterhöfe	backyard
backyard	der Hinterhof, die Hinterhöfe
Das ist die Küche.	That is the kitchen.
That is the kitchen.	Das ist die Küche.
der Herd, die Herde	stove
stove	der Herd, die Herde
der Backofen, die Backöfen	oven
oven	der Backofen, die Backöfen
die Mikrowelle, die Mikrowellen	microwave
microwave	die Mikrowelle, die Mikrowellen
die Kaffeemaschine, die Kaffeemaschinen	coffee machine
coffee machine	die Kaffeemaschine, die Kaffeemaschinen
der Toaster, die Toaster	toaster
toaster	der Toaster, die Toaster
der Wasserkocher, die Wasserkocher	electric kettle
electric kettle	der Wasserkocher, die Wasserkocher
die Steckdose, die Steckdosen	socket
socket	die Steckdose, die Steckdosen
die Spülmaschine, die Spülmaschinen	dishwasher
dishwasher	die Spülmaschine, die Spülmaschinen
das Spülbecken, die Spülbecken	sink
sink	das Spülbecken, die Spülbecken
der Kühlschrank, die Kühlschränke	refrigerator
refrigerator	der Kühlschrank, die Kühlschränke
das Gefrierfach, die Gefrierfächer	freezer
freezer	das Gefrierfach, die Gefrierfächer
Der Mülleimer ist voll.	The garbage can is full.
The garbage can is full.	Der Mülleimer ist voll.
Das ist das Wohnzimmer.	That is the living room.
That is the living room.	Das ist das Wohnzimmer.
das Bücherregal, die Bücherregale	bookshelf
bookshelf	das Bücherregal, die Bücherregale
der Sessel, die Sessel	armchair
armchair	der Sessel, die Sessel
"die Couch, die Couches
alternativer Plural: die Couchen"	couch
couch	"die Couch, die Couches
alternativer Plural: die Couchen"
Ich sitze gerne auf der Couch.	I like to sit on the couch.
I like to sit on the couch.	Ich sitze gerne auf der Couch.
die Stehlampe, die Stehlampen	floor lamp
floor lamp	die Stehlampe, die Stehlampen
der Teppich, die Teppiche	carpet
carpet	der Teppich, die Teppiche
die Vase, die Vasen	vase
vase	die Vase, die Vasen
das Bild, die Bilder	picture
picture	das Bild, die Bilder
Ich hänge das Bild auf.	I’m hanging up the picture.
I’m hanging up the picture.	Ich hänge das Bild auf.
der Fernseher, die Fernseher	TV
TV	der Fernseher, die Fernseher
Machst du den Fernseher an?	Can you turn on the TV? (informal)
Can you turn on the TV? (informal)	Machst du den Fernseher an?
der DVD-Player, die DVD-Player	DVD player
DVD player	der DVD-Player, die DVD-Player
Wo ist die Fernbedienung?	Where is the remote control?
Where is the remote control?	Wo ist die Fernbedienung?
Das ist das Schlafzimmer.	This is the bedroom.
This is the bedroom.	Das ist das Schlafzimmer.
das Bett, die Betten	bed
bed	das Bett, die Betten
das Doppelbett, die Doppelbetten	double bed
double bed	das Doppelbett, die Doppelbetten
Wir schlafen in einem Doppelbett.	We sleep in a double bed.
We sleep in a double bed.	Wir schlafen in einem Doppelbett.
das Bettlaken, die Bettlaken	sheets
sheets	das Bettlaken, die Bettlaken
die Bettdecke, die Bettdecken	blanket
blanket	die Bettdecke, die Bettdecken
das Kopfkissen, die Kopfkissen	pillow
pillow	das Kopfkissen, die Kopfkissen
die Matratze, die Matratzen	mattress
mattress	die Matratze, die Matratzen
Die Matratze ist hart.	The mattress is hard.
The mattress is hard.	Die Matratze ist hart.
der Nachttisch, die Nachttische	bedside table
bedside table	der Nachttisch, die Nachttische
die Nachttischlampe, die Nachttischlampen	bedside lamp
bedside lamp	die Nachttischlampe, die Nachttischlampen
der Kleiderschrank, die Kleiderschränke	wardrobe
wardrobe	der Kleiderschrank, die Kleiderschränke
die Kommode, die Kommoden	dresser
dresser	die Kommode, die Kommoden
"die Jalousie, die Jalousien
aus dem Französischen"	blinds
blinds	"die Jalousie, die Jalousien
aus dem Französischen"
Das ist das Badezimmer.	This is the bathroom.
This is the bathroom.	Das ist das Badezimmer.
das Waschbecken, die Waschbecken	sink
sink	das Waschbecken, die Waschbecken
der Spiegel, die Spiegel	mirror
mirror	der Spiegel, die Spiegel
die Seife, die Seifen	soap
soap	die Seife, die Seifen
die Bürste, die Bürsten	brush
brush	die Bürste, die Bürsten
die Zahnbürste, die Zahnbürsten	toothbrush
toothbrush	die Zahnbürste, die Zahnbürsten
"die Zahnpasta, die Zahnpasten
Plural selten"	toothpaste
toothpaste	"die Zahnpasta, die Zahnpasten
Plural selten"
die Dusche, die Duschen	shower
shower	die Dusche, die Duschen
Ich gehe duschen.	I am going to shower.
I am going to shower.	Ich gehe duschen.
die Badewanne, die Badewannen	bathtub
bathtub	die Badewanne, die Badewannen
das Shampoo, die Shampoos	shampoo
shampoo	das Shampoo, die Shampoos
"das Duschgel, die Duschgels
alternativer Plural: die Duschgele, Plural selten"	shower gel
shower gel	"das Duschgel, die Duschgels
alternativer Plural: die Duschgele, Plural selten"
das Handtuch, die Handtücher	towel
towel	das Handtuch, die Handtücher
ein frisches Handtuch	fresh towel
fresh towel	ein frisches Handtuch
die Toilette, die Toiletten	toilet
toilet	die Toilette, die Toiletten
"das Toilettenpapier
nur Singular"	toilet paper
toilet paper	"das Toilettenpapier
nur Singular"
"das Make-up
nur Singular, aus dem Englischen"	make-up
make-up	"das Make-up
nur Singular, aus dem Englischen"
Ich trage Make-up.	I wear make-up.
I wear make-up.	Ich trage Make-up.
"die Wimperntusche
nur Singular"	mascara
mascara	"die Wimperntusche
nur Singular"
Ich schminke meine Augen.	I'm applying eye make-up.
I'm applying eye make-up.	Ich schminke meine Augen.
"der Kajal
nur Singular, alternativ: das Kajal"	eyeliner
eyeliner	"der Kajal
nur Singular, alternativ: das Kajal"
der Lippenstift, die Lippenstifte	lipstick
lipstick	der Lippenstift, die Lippenstifte
"der Lidschatten
nur Singular"	eye shadow
eye shadow	"der Lidschatten
nur Singular"
"der Lidstrich
nur Singular"	eyeliner
eyeliner	"der Lidstrich
nur Singular"
"der Eyeliner, die Eyeliner
aus dem Englischen"	eyeliner
eyeliner	"der Eyeliner, die Eyeliner
aus dem Englischen"
"das Rouge
nur Singular, aus dem Französischen"	rouge
rouge	"das Rouge
nur Singular, aus dem Französischen"
"das Puder
nur Singular, alternativ: der Puder"	powder
powder	"das Puder
nur Singular, alternativ: der Puder"
"der Nagellack
nur Singular"	nail polish
nail polish	"der Nagellack
nur Singular"
Ich lackiere meine Nägel.	I polish my nails.
I polish my nails.	Ich lackiere meine Nägel.
der Friseur, die Friseure	hairdresser/hairstylist (male)
hairdresser/hairstylist (male)	der Friseur, die Friseure
die Friseurin, die Friseurinnen	hairdresser/hairstylist (female)
hairdresser/hairstylist (female)	die Friseurin, die Friseurinnen
Ich lasse mir die Haare schneiden.	  I’m getting a haircut.
  I’m getting a haircut.	Ich lasse mir die Haare schneiden.
die Schere, die Scheren	scissors
scissors	die Schere, die Scheren
der Kamm, die Kämme	comb
comb	der Kamm, die Kämme
Einmal waschen und schneiden bitte.	A wash and cut, please. 
A wash and cut, please. 	Einmal waschen und schneiden bitte.
Nur die Spitzen schneiden bitte.	Only trim the ends, please. 
Only trim the ends, please. 	Nur die Spitzen schneiden bitte.
der Pony, die Ponys	bangs
bangs	der Pony, die Ponys
die Frisur, die Frisuren	hairstyle
hairstyle	die Frisur, die Frisuren
der Zopf, die Zöpfe	braid
braid	der Zopf, die Zöpfe
Ich möchte eine neue Haarfarbe.	I’d like a new hair color.
I’d like a new hair color.	Ich möchte eine neue Haarfarbe.
Ich möchte gerne Strähnchen haben.	I’d like to have highlights.
I’d like to have highlights.	Ich möchte gerne Strähnchen haben.
der Föhn, die Föhne	hair dryer
hair dryer	der Föhn, die Föhne
das Haarspray, die Haarsprays	hairspray
hairspray	das Haarspray, die Haarsprays
Er ist groß.	He is tall.
He is tall.	Er ist groß.
Sie ist klein.	She is short.
She is short.	Sie ist klein.
Er ist dick.	He is fat.
He is fat.	Er ist dick.
Er ist dünn.	He is skinny.
He is skinny.	Er ist dünn.
Er ist alt.	He is old.
He is old.	Er ist alt.
Sie ist jung.	She is young.
She is young.	Sie ist jung.
Sie ist hübsch.	She is pretty.
She is pretty.	Sie ist hübsch.
Er hat kurze schwarze Haare.	He has short black hair.
He has short black hair.	Er hat kurze schwarze Haare.
Sie hat braune Haare.	She has brown hair.
She has brown hair.	Sie hat braune Haare.
Er ist blond.	He is blond.
He is blond.	Er ist blond.
Sie hat grüne Augen.	She has green eyes.
She has green eyes.	Sie hat grüne Augen.
das Telefon, die Telefone	phone
phone	das Telefon, die Telefone
Ich muss telefonieren.	I have to make a phone call.
I have to make a phone call.	Ich muss telefonieren.
der Anruf, die Anrufe	call
call	der Anruf, die Anrufe
"die Durchwahl, die Durchwahlen
Plural selten"	extension
extension	"die Durchwahl, die Durchwahlen
Plural selten"
Wählen Sie bitte die Durchwahl 123.	Please dial extension 123. (formal)
Please dial extension 123. (formal)	Wählen Sie bitte die Durchwahl 123.
Wie ist die Telefonnummer?	What's the phone number?
What's the phone number?	Wie ist die Telefonnummer?
Guten Tag, hier spricht Philipp Neumann.	Hello, this is Philipp Neumann.
Hello, this is Philipp Neumann.	Guten Tag, hier spricht Philipp Neumann.
Könnte ich bitte Frau Steller sprechen?	Could I please speak to Mrs. Steller?
Could I please speak to Mrs. Steller?	Könnte ich bitte Frau Steller sprechen?
Frau Steller ist leider nicht da.	Mrs. Steller is not here.
Mrs. Steller is not here.	Frau Steller ist leider nicht da.
der Anrufbeantworter, die Anrufbeantworter	answering machine
answering machine	der Anrufbeantworter, die Anrufbeantworter
"die Mailbox, die Mailboxen
aus dem Englischen"	mailbox
mailbox	"die Mailbox, die Mailboxen
aus dem Englischen"
Hinterlassen Sie bitte eine Nachricht.	Please leave a message. (formal)
Please leave a message. (formal)	Hinterlassen Sie bitte eine Nachricht.
Frau Steller ruft Sie zurück.	Mrs. Steller will call you back. (formal)
Mrs. Steller will call you back. (formal)	Frau Steller ruft Sie zurück.
Auf Wiederhören!	Goodbye!
Goodbye!	Auf Wiederhören!
das Alphabet, die Alphabete	the alphabet
the alphabet	das Alphabet, die Alphabete
A, B, C	A, B, C
A, B, C	A, B, C
D, E, F	D, E, F
D, E, F	D, E, F
G, H, I	G, H, I
G, H, I	G, H, I
J, K, L	J, K, L
J, K, L	J, K, L
M, N, O	M, N, O
M, N, O	M, N, O
P, Q, R	P, Q, R
P, Q, R	P, Q, R
S, T, U	S, T, U
S, T, U	S, T, U
V, W, X	V, W, X
V, W, X	V, W, X
Y, Z	Y, Z
Y, Z	Y, Z
ß	ß
ß	ß
Ä, Ö, Ü	Ä, Ö, Ü
Ä, Ö, Ü	Ä, Ö, Ü
EI, AI	EI, AI
EI, AI	EI, AI
AU, ÄU, EU	AU, ÄU, EU
AU, ÄU, EU	AU, ÄU, EU
Können Sie das bitte buchstabieren?	"Can you please spell that? (formal)
  "
"Can you please spell that? (formal)
  "	Können Sie das bitte buchstabieren?
Wie schreibt man das?	How do you spell that?
How do you spell that?	Wie schreibt man das?
Das schreibt man mit B.	That is spelled with B.
That is spelled with B.	Das schreibt man mit B.
B wie Berta.	B like Berta.
B like Berta.	B wie Berta.
die Schule, die Schulen	school
school	die Schule, die Schulen
Sie geht zur Schule.	She goes to school.
She goes to school.	Sie geht zur Schule.
der Schüler, die Schüler	student (male)
student (male)	der Schüler, die Schüler
die Schülerin, die Schülerinnen	student (female)
student (female)	die Schülerin, die Schülerinnen
der Lehrer, die Lehrer	teacher (male)
teacher (male)	der Lehrer, die Lehrer
die Lehrerin, die Lehrerinnen	teacher (female)
teacher (female)	die Lehrerin, die Lehrerinnen
"der Unterricht
nur Singular"	lesson
lesson	"der Unterricht
nur Singular"
der Stundenplan, die Stundenpläne	timetable
timetable	der Stundenplan, die Stundenpläne
das Fach, die Fächer	subject
subject	das Fach, die Fächer
die Hausaufgabe, die Hausaufgaben	homework
homework	die Hausaufgabe, die Hausaufgaben
Sie muss einen Test schreiben.	She has to take a test.
She has to take a test.	Sie muss einen Test schreiben.
die Note, die Noten	mark
mark	die Note, die Noten
Wow, er hat eine Eins bekommen!	Wow, he got an A!
Wow, he got an A!	Wow, er hat eine Eins bekommen!
Oh, er hat eine Sechs bekommen!	Oh no, he got an F!
Oh no, he got an F!	Oh, er hat eine Sechs bekommen!
das Zeugnis, die Zeugnisse	report card
report card	das Zeugnis, die Zeugnisse
"sitzen|bleiben
bleibt sitzen, blieb sitzen, ist sitzengeblieben"	to repeat a class
to repeat a class	"sitzen|bleiben
bleibt sitzen, blieb sitzen, ist sitzengeblieben"
Er ist sitzengeblieben.	He has to repeat the year.
He has to repeat the year.	Er ist sitzengeblieben.
der Elternsprechtag, die Elternsprechtage	parent-teacher conferences
parent-teacher conferences	der Elternsprechtag, die Elternsprechtage
"die Schulferien (Plural)
nur Plural"	school vacation
school vacation	"die Schulferien (Plural)
nur Plural"
das Klassenzimmer, die Klassenzimmer	classroom
classroom	das Klassenzimmer, die Klassenzimmer
Die Schüler sind im Klassenzimmer.	The students are in the classroom.
The students are in the classroom.	Die Schüler sind im Klassenzimmer.
die Tafel, die Tafeln	blackboard
blackboard	die Tafel, die Tafeln
das Schulbuch, die Schulbücher	textbook
textbook	das Schulbuch, die Schulbücher
das Heft, die Hefte	notebook
notebook	das Heft, die Hefte
der Füller, die Füller	fountain pen
fountain pen	der Füller, die Füller
der Bleistift, die Bleistifte	pencil
pencil	der Bleistift, die Bleistifte
der Spitzer, die Spitzer	pencil sharpener
pencil sharpener	der Spitzer, die Spitzer
der Schulranzen, die Schulranzen	schoolbag
schoolbag	der Schulranzen, die Schulranzen
die Turnhalle, die Turnhallen	gym
gym	die Turnhalle, die Turnhallen
der Schulhof, die Schulhöfe	school playground
school playground	der Schulhof, die Schulhöfe
Wir haben Pause.	It's recess time.
It's recess time.	Wir haben Pause.
Ich esse mein Pausenbrot.	I’m eating my snack.
I’m eating my snack.	Ich esse mein Pausenbrot.
das Sekretariat, die Sekretariate	office
office	das Sekretariat, die Sekretariate
"die Universität, die Universitäten
Kurzform: die Uni, die Unis"	university
university	"die Universität, die Universitäten
Kurzform: die Uni, die Unis"
der Student, die Studenten	student (male)
student (male)	der Student, die Studenten
die Studentin, die Studentinnen	student (female)
student (female)	die Studentin, die Studentinnen
die Studienberatung, die Studienberatungen	student counseling
student counseling	die Studienberatung, die Studienberatungen
Ich bekomme BAföG.	I get student aid. (German student financial aid program)
I get student aid. (German student financial aid program)	Ich bekomme BAföG.
"der Numerus clausus
nur Singular, Abkürzung: NC"	Numerus clausus (Minimum grade point average for high school applicants)
Numerus clausus (Minimum grade point average for high school applicants)	"der Numerus clausus
nur Singular, Abkürzung: NC"
Ich möchte mich für Psychologie einschreiben.	I want to enroll in psychology.
I want to enroll in psychology.	Ich möchte mich für Psychologie einschreiben.
das Semester, die Semester	semester
semester	das Semester, die Semester
der Studentenausweis, die Studentenausweise	student ID 
student ID 	der Studentenausweis, die Studentenausweise
der Professor, die Professoren	professor (male)
professor (male)	der Professor, die Professoren
die Professorin, die Professorinnen	professor (female)
professor (female)	die Professorin, die Professorinnen
Sie hält eine Vorlesung.	She’s holding a lecture. 
She’s holding a lecture. 	Sie hält eine Vorlesung.
der Hörsaal, die Hörsäle	lecture hall 
lecture hall 	der Hörsaal, die Hörsäle
Ich besuche ein Seminar.	I have a seminar.  
I have a seminar.  	Ich besuche ein Seminar.
"der Creditpoint, die Creditpoints
aus dem Englischen"	credit points 
credit points 	"der Creditpoint, die Creditpoints
aus dem Englischen"
Für den Kurs bekomme ich zwei Creditpoints.	I get two credit points for the course. 
I get two credit points for the course. 	Für den Kurs bekomme ich zwei Creditpoints.
Ich muss eine Hausarbeit schreiben.	I have to write a paper. 
I have to write a paper. 	Ich muss eine Hausarbeit schreiben.
Ich habe die Klausur bestanden.	I passed the exam. 
I passed the exam. 	Ich habe die Klausur bestanden.
Ich studiere Germanistik.	I study German language and literature.  
I study German language and literature.  	Ich studiere Germanistik.
Ich bin im ersten Semester.	I’m in my first semester. 
I’m in my first semester. 	Ich bin im ersten Semester.
Ich studiere auf Lehramt.	I’m studying to be a teacher. 
I’m studying to be a teacher. 	Ich studiere auf Lehramt.
Ich schreibe meine Bachelorarbeit.	I’m writing my bachelor's thesis. 
I’m writing my bachelor's thesis. 	Ich schreibe meine Bachelorarbeit.
Ich habe einen Bachelor in Geschichte.	I have a bachelor's degree in history.  
I have a bachelor's degree in history.  	Ich habe einen Bachelor in Geschichte.
Ich schreibe meine Masterarbeit.	I’m writing my master's thesis. 
I’m writing my master's thesis. 	Ich schreibe meine Masterarbeit.
Ich habe einen Master in Mathematik.	I have a master's degree in mathematics. 
I have a master's degree in mathematics. 	Ich habe einen Master in Mathematik.
Ich habe mein Maschinenbau-Studium abgebrochen.	I dropped out of the mechanical engineering program.   
I dropped out of the mechanical engineering program.   	Ich habe mein Maschinenbau-Studium abgebrochen.
Ich habe mein Jura-Studium abgeschlossen.	I graduated in law. 
I graduated in law. 	Ich habe mein Jura-Studium abgeschlossen.
Ich schreibe meine Doktorarbeit.	I’m writing my doctoral thesis.  
I’m writing my doctoral thesis.  	Ich schreibe meine Doktorarbeit.
Ich mache meinen Doktor in Physik.	I'm doing a PhD in physics. 
I'm doing a PhD in physics. 	Ich mache meinen Doktor in Physik.
Ich habe einen Doktortitel in Medizin.	I have a PhD in medicine. 
I have a PhD in medicine. 	Ich habe einen Doktortitel in Medizin.
die Bewerbung, die Bewerbungen	application
application	die Bewerbung, die Bewerbungen
Ich habe mich auf die Stelle beworben.	I applied for the job. 
I applied for the job. 	Ich habe mich auf die Stelle beworben.
das Anschreiben, die Anschreiben	cover letter 
cover letter 	das Anschreiben, die Anschreiben
der Lebenslauf, die Lebensläufe	CV 
CV 	der Lebenslauf, die Lebensläufe
das Bewerbungsfoto, die Bewerbungsfotos	application photo 
application photo 	das Bewerbungsfoto, die Bewerbungsfotos
das Arbeitszeugnis, die Arbeitszeugnisse	reference letter 
reference letter 	das Arbeitszeugnis, die Arbeitszeugnisse
das Sprachzertifikat, die Sprachzertifikate	language certificate 
language certificate 	das Sprachzertifikat, die Sprachzertifikate
die Stellenanzeige, die Stellenanzeigen	job posting 
job posting 	die Stellenanzeige, die Stellenanzeigen
das Vorstellungsgespräch, die Vorstellungsgespräche	job interview 
job interview 	das Vorstellungsgespräch, die Vorstellungsgespräche
die Absage, die Absagen	rejection
rejection	die Absage, die Absagen
Ich habe eine Absage bekommen.	I got a rejection. 
I got a rejection. 	Ich habe eine Absage bekommen.
die Zusage, die Zusagen	acceptance 
acceptance 	die Zusage, die Zusagen
Ich habe den Job!	I got the job! 
I got the job! 	Ich habe den Job!
das Praktikum, die Praktika	internship 
internship 	das Praktikum, die Praktika
die Personalabteilung, die Personalabteilungen	human resources department 
human resources department 	die Personalabteilung, die Personalabteilungen
Ich unterschreibe den Arbeitsvertrag.	I’m signing the employment contract. 
I’m signing the employment contract. 	Ich unterschreibe den Arbeitsvertrag.
der Chef, die Chefs	boss (male)
boss (male)	der Chef, die Chefs
die Chefin, die Chefinnen	boss (female)
boss (female)	die Chefin, die Chefinnen
"der Angestellte, die Angestellten
mit unbestimmtem Artikel: ein Angestellter, Angestellte"	employee (male)
employee (male)	"der Angestellte, die Angestellten
mit unbestimmtem Artikel: ein Angestellter, Angestellte"
"die Angestellte, die Angestellten
mit unbestimmtem Artikel: eine Angestellte, Angestellte"	employee (female)
employee (female)	"die Angestellte, die Angestellten
mit unbestimmtem Artikel: eine Angestellte, Angestellte"
das Büro, die Büros	office 
office 	das Büro, die Büros
der Kollege, die Kollegen	colleague (male)
colleague (male)	der Kollege, die Kollegen
die Kollegin, die Kolleginnen	colleague (female)
colleague (female)	die Kollegin, die Kolleginnen
Ich habe nette Kollegen.	I have nice colleagues. 
I have nice colleagues. 	Ich habe nette Kollegen.
die Arbeitszeit, die Arbeitszeiten	working hours 
working hours 	die Arbeitszeit, die Arbeitszeiten
Überstunden machen	to work overtime 
to work overtime 	Überstunden machen
die Mittagspause, die Mittagspausen	lunch break 
lunch break 	die Mittagspause, die Mittagspausen
der Feierabend, die Feierabende	finishing time 
finishing time 	der Feierabend, die Feierabende
Ich mache jetzt Feierabend.	I'm finishing work now. 
I'm finishing work now. 	Ich mache jetzt Feierabend.
Ich nehme mir frei.	I'm taking time off. 
I'm taking time off. 	Ich nehme mir frei.
Ich muss mich krankmelden.	I have to call in sick. 
I have to call in sick. 	Ich muss mich krankmelden.
Ich kündige.	I quit. 
I quit. 	Ich kündige.
"die Vollzeit
nur Singular"	full-time 
full-time 	"die Vollzeit
nur Singular"
"die Teilzeit
nur Singular"	part-time 
part-time 	"die Teilzeit
nur Singular"
Ich arbeite Teilzeit.	I work part-time. 
I work part-time. 	Ich arbeite Teilzeit.
die Festanstellung, die Festanstellungen	permanent position 
permanent position 	die Festanstellung, die Festanstellungen
Ich bin fest angestellt.	I am a permanent employee. 
I am a permanent employee. 	Ich bin fest angestellt.
Wir sind selbständig.	We are self-employed. 
We are self-employed. 	Wir sind selbständig.
"die Schwarzarbeit
nur Singular"	under the table work 
under the table work 	"die Schwarzarbeit
nur Singular"
Er arbeitet schwarz.	He works under the table. 
He works under the table. 	Er arbeitet schwarz.
der Stundenlohn, die Stundenlöhne	hourly wage 
hourly wage 	der Stundenlohn, die Stundenlöhne
das Gehalt, die Gehälter	salary 
salary 	das Gehalt, die Gehälter
die Gehaltsabrechnung, die Gehaltsabrechnungen	payroll 
payroll 	die Gehaltsabrechnung, die Gehaltsabrechnungen
brutto	gross 
gross 	brutto
netto	net 
net 	netto
Ich verdiene zu wenig Geld.	I earn too little. 
I earn too little. 	Ich verdiene zu wenig Geld.
die Rentenversicherung, die Rentenversicherungen	pension insurance 
pension insurance 	die Rentenversicherung, die Rentenversicherungen
die Arbeitslosenversicherung, die Arbeitslosenversicherungen	unemployment insurance 
unemployment insurance 	die Arbeitslosenversicherung, die Arbeitslosenversicherungen
"die Ferien (Plural)
nur Plural"	vacation  
vacation  	"die Ferien (Plural)
nur Plural"
Was machst du in den Ferien?	What are you doing over vacation? (informal)
What are you doing over vacation? (informal)	Was machst du in den Ferien?
Ich verreise.	I'm traveling. 
I'm traveling. 	Ich verreise.
Ich besuche meine Familie.	I’m visiting my family. 
I’m visiting my family. 	Ich besuche meine Familie.
der Urlaub, die Urlaube	vacation 
vacation 	der Urlaub, die Urlaube
Wann machst du Urlaub?	When are you taking a vacation? 
When are you taking a vacation? 	Wann machst du Urlaub?
Ich mache im August Urlaub.	I'm taking a vacation in August. 
I'm taking a vacation in August. 	Ich mache im August Urlaub.
Wo machst du Urlaub?	"""Where are you going on vacation? 
(informal)"""
"""Where are you going on vacation? 
(informal)"""	Wo machst du Urlaub?
Ich mache Urlaub am Strand.	I’m going on a beach holiday. 
I’m going on a beach holiday. 	Ich mache Urlaub am Strand.
Ich gehe wandern.	I'm going hiking. 
I'm going hiking. 	Ich gehe wandern.
Ich bleibe zu Hause.	I'm staying at home. 
I'm staying at home. 	Ich bleibe zu Hause.
Ich ruhe mich aus.	I'm resting. 
I'm resting. 	Ich ruhe mich aus.
Ich renoviere die Wohnung.	I'm renovating the apartment. 
I'm renovating the apartment. 	Ich renoviere die Wohnung.
Ich mache ein Praktikum.	I'm doing an internship. 
I'm doing an internship. 	Ich mache ein Praktikum.
das Hotel, die Hotels	hotel
hotel	das Hotel, die Hotels
"die Pension, die Pensionen
aus dem Französischen"	guest house 
guest house 	"die Pension, die Pensionen
aus dem Französischen"
die Jugendherberge, die Jugendherbergen	hostel
hostel	die Jugendherberge, die Jugendherbergen
das Einzelzimmer, die Einzelzimmer	single room
single room	das Einzelzimmer, die Einzelzimmer
das Doppelzimmer, die Doppelzimmer	double room
double room	das Doppelzimmer, die Doppelzimmer
das Mehrbettzimmer, die Mehrbettzimmer	shared room 
shared room 	das Mehrbettzimmer, die Mehrbettzimmer
Ich möchte ein Zimmer reservieren.	I'd like to reserve a room. 
I'd like to reserve a room. 	Ich möchte ein Zimmer reservieren.
vom 10. bis zum 24. August	from the 10th to the 24th of August 
from the 10th to the 24th of August 	vom 10. bis zum 24. August
vom 15. auf den 16. Dezember	from the 15th to the 16th of December 
from the 15th to the 16th of December 	vom 15. auf den 16. Dezember
Das Hotel ist ausgebucht.	The hotel is fully booked. 
The hotel is fully booked. 	Das Hotel ist ausgebucht.
Es ist noch ein Zimmer frei.	There is one more room left. 
There is one more room left. 	Es ist noch ein Zimmer frei.
ein Zimmer mit Bad und WC	a room with bathroom and toilet 
a room with bathroom and toilet 	ein Zimmer mit Bad und WC
Ich habe das Zimmer gebucht.	I booked the room. 
I booked the room. 	Ich habe das Zimmer gebucht.
Ich möchte die Buchung stornieren.	I'd like to cancel the booking. 
I'd like to cancel the booking. 	Ich möchte die Buchung stornieren.
die Handtasche, die Handtaschen	purse
purse	die Handtasche, die Handtaschen
"das Portemonnaie, die Portemonnaies
aus dem Französischen"	wallet
wallet	"das Portemonnaie, die Portemonnaies
aus dem Französischen"
der Schlüssel, die Schlüssel	key 
key 	der Schlüssel, die Schlüssel
das Handy, die Handys	mobile phone 
mobile phone 	das Handy, die Handys
der Kopfhörer, die Kopfhörer	headphone
headphone	der Kopfhörer, die Kopfhörer
"die Schminke, die Schminken
Plural selten"	make-up 
make-up 	"die Schminke, die Schminken
Plural selten"
das Taschentuch, die Taschentücher	handkerchief 
handkerchief 	das Taschentuch, die Taschentücher
"der Pass, die Pässe
Kurzform von: Reisepass"	passport 
passport 	"der Pass, die Pässe
Kurzform von: Reisepass"
der Regenschirm, die Regenschirme	umbrella 
umbrella 	der Regenschirm, die Regenschirme
die Zigarette, die Zigaretten	cigarettes 
cigarettes 	die Zigarette, die Zigaretten
das Feuerzeug, die Feuerzeuge	lighter 
lighter 	das Feuerzeug, die Feuerzeuge
die Sonnenbrille, die Sonnenbrillen	sunglasses 
sunglasses 	die Sonnenbrille, die Sonnenbrillen
"der Kugelschreiber, die Kugelschreiber
Kurzform: der Kuli, die Kulis"	ballpoint pen 
ballpoint pen 	"der Kugelschreiber, die Kugelschreiber
Kurzform: der Kuli, die Kulis"
das Buch, die Bücher	book
book	das Buch, die Bücher
das Auto, die Autos	car 
car 	das Auto, die Autos
die Reparatur, die Reparaturen	repair
repair	die Reparatur, die Reparaturen
Wir müssen die Reifen wechseln.	We have to change the tires. 
We have to change the tires. 	Wir müssen die Reifen wechseln.
der Motor, die Motoren	engine
engine	der Motor, die Motoren
die Bremse, die Bremsen	brake
brake	die Bremse, die Bremsen
die Kupplung, die Kupplungen	clutch
clutch	die Kupplung, die Kupplungen
das Lenkrad, die Lenkräder	steering wheel 
steering wheel 	das Lenkrad, die Lenkräder
"der Tacho, die Tachos
Kurzform von: der Tachometer, die Tachometer"	speedometer 
speedometer 	"der Tacho, die Tachos
Kurzform von: der Tachometer, die Tachometer"
der Sitz, die Sitze	seat
seat	der Sitz, die Sitze
der Gurt, die Gurte	seatbelt
seatbelt	der Gurt, die Gurte
